x,y
2.846265121622845,-1.4228409811751814
2.8462647214428625,-1.361141864989817
2.8462643539471646,-1.3004666083676664
2.846263864653927,-1.240753626658708
2.8462633957244785,-1.1819445677004703
2.846263169523999,-1.1239839453975626
2.846262795058803,-1.0668186422449175
2.8462623265745735,-1.0103981348868047
2.8462619913688405,-0.9546741630374262
2.8462616631706528,-0.8996003659643401
2.8462612179336997,-0.8451322552077294
2.8462608896203223,-0.7912271576249403
2.8462607011378673,-0.7378438893548113
2.8462603312347414,-0.6849426086703974
2.846259900271876,-0.6324848957653885
2.846259598050188,-0.5804335171275269
2.8462592931813884,-0.5287522348433437
2.846258832266129,-0.4774057801016996
2.8462585739370274,-0.4263598345698007
2.8462582692715652,-0.3755807412052525
2.8462580505460098,-0.32503558001849975
2.8462575290028473,-0.27469195935666324
2.8462572533165966,-0.22451809239936993
2.8462570818577655,-0.1744825329118019
2.8462566798211952,-0.12455417815564383
2.846256254378994,-0.07470222721082251
2.8462560948219924,-0.02489605302914774
2.8462556282975267,0.024894871911178586
2.84625533192263,0.07470102524237641
2.8462550639906286,0.12455292824491239
2.846254774288745,0.17448121008233378
2.8462544939929804,0.22451669046863784
2.846254082850444,0.2746904388600851
2.8462536842490325,0.3250338891032169
2.8462534608151753,0.375578909261044
2.846253091331355,0.42635780993849914
2.846252681060083,0.47740353829610477
2.8462524795811506,0.528749751511236
2.846252128916356,0.5804307680669221
2.846251783116403,0.6324818569392593
2.8462513424163824,0.6849392004394999
2.846251082273211,0.7378401397925504
2.8462508799326582,0.7912231071526032
2.8462503681577926,0.8451277529034412
2.727899257005406,0.8621890497077715
2.5705260299241863,0.8621874682949037
2.4287564064144327,0.8621860681888155
2.3003043421617257,0.8621847819638369
2.183309108748645,0.8621835963664102
2.076240648524317,0.8621825001968382
1.9778292381688916,0.8621814936013583
1.8870123231853246,0.862180572903297
1.802893869448834,0.8621797186199726
1.7247130037155645,0.8621789258629383
1.6518194526523196,0.8621782131370065
1.5836539033462538,0.8621774959013991
1.5197330386635581,0.8621768411697373
1.4596367118988136,0.8621762572971818
1.4029979326460291,0.8621757014896381
1.3494947503948505,0.8621751187949599
1.2988437688459458,0.8621746003604955
1.2507942425431866,0.8621741735227685
1.2051233417083598,0.8621737036222648
1.1616328208689675,0.8621732545286679
1.1201453983213705,0.8621728360482468
1.0805020194474697,0.8621723925277579
1.0425598591800656,0.8621720581303628
1.0061897460019076,0.8621716788745183
0.9712751361604893,0.8621713496513501
0.937710126924749,0.8621709701431992
0.9053986957681084,0.8621706768671419
0.8742530924961734,0.8621703699284654
0.8441932429471799,0.8621700212159809
0.8151459929731906,0.8621697559583235
0.7870439759486484,0.8621694246194195
0.7598255019888458,0.862169139023634
0.7334336434888996,0.8621688950660694
0.707815839391141,0.8621686611600125
0.6829235109449343,0.8621684312169223
0.6587116185613421,0.8621681485476667
0.6351384561703796,0.8621678770370972
0.6121652358117062,0.8621676639585906
0.5897557684772667,0.862167463087817
0.5678762968192342,0.8621672278689855
0.5464953291964789,0.8621669906251113
0.5255834137483737,0.8621668263222515
0.5051128054857953,0.8621665908702536
0.485057608097238,0.8621664074482017
0.4653933620550224,0.8621662252196429
0.44609704323126226,0.8621660275558468
0.42714693977048657,0.8621658281729861
0.4085225354307066,0.8621656570439997
0.39020435078390947,0.8621654279934514
0.372174015994235,0.8621652845688934
0.35441394888603395,0.8621650727418301
0.3369075271038708,0.8621648936854719
0.31963885305538414,0.8621647245184179
0.30259276019617687,0.8621645801005252
0.2857547115057555,0.8621643935529433
0.2691108201198684,0.8621642293882967
0.2526477160194924,0.8621640421563307
0.23635256686979897,0.8621638832452025
0.22021297595320385,0.8621637062965523
0.20421699894496298,0.8621635698540993
0.18835305209090786,0.8621634347808883
0.17260990204172216,0.8621632461491906
0.15697665920874157,0.8621630733454303
0.14144270955747146,0.8621629563119817
0.1259976725769867,0.8621628054114081
0.11063141640011781,0.8621626526067876
0.09533400160463722,0.8621624897184722
0.08009566505936015,0.8621623398826065
0.06490678360793942,0.8621621497229788
0.04975787038487195,0.8621620359350537
0.03463951946985542,0.8621618767100744
0.019542412888520534,0.8621617336691713
0.00445727994083263,0.8621615586990669
-0.010625118974395728,0.8621614349181027
-0.025714017647558148,0.8621612798921846
-0.04081866346615604,0.8621610837827105
-0.05594835020746724,0.8621609669060434
-0.07111242264567288,0.8621608191744172
-0.08632031480479276,0.8621606525419978
-0.10158156957249366,0.862160475361963
-0.1169058695537709,0.8621603434229067
-0.13230303756168205,0.8621601729023856
-0.14778309864223965,0.8621600245290609
-0.16335627257672944,0.8621598541721974
-0.17903303804962004,0.8621597329001336
-0.19482410241593656,0.8621595373073131
-0.2107405240929711,0.8621593974779604
-0.22679364016476558,0.862159209483083
-0.24299520312556,0.8621590759933645
-0.25935732447220544,0.8621589330084027
-0.27589256262371953,0.8621587525406561
-0.2926139760276028,0.8621585668978504
-0.30953516051202096,0.8621584325700593
-0.326670221570004,0.8621582244699207
-0.3440339703312753,0.8621580435667461
-0.3616418645095136,0.8621578894858812
-0.37951008616856785,0.8621577238391263
-0.39765562875619165,0.8621575262722776
-0.4160963929866631,0.862157342615594
-0.4348512105976361,0.8621571648862304
-0.4539399426550023,0.8621569690436273
-0.4733835856585233,0.8621567438493468
-0.4932044145420416,0.862156562021009
-0.5134259853581694,0.8621563822058818
-0.36396374500914064,0.5875477716822922
-0.3580608714649613,0.5560505866771769
-0.35938424641638966,0.5372227794184494
-0.36297271076957405,0.5225705614402013
-0.3678788994659797,0.5103438598258465
-0.37374202865162487,0.49980870403881084
-0.3804008834228276,0.4905809816759319
-0.38778945560274214,0.48244044011642817
-0.3959001262920719,0.47526053749543784
-0.40477182686697216,0.4689798108027527
-0.4144916727345113,0.4635930133922122
-0.4252092208864175,0.4591567693714379
-0.4371730756507443,0.4558164382585234
-0.4508182461677617,0.4538773982017802
-0.46701995826826825,0.45402169380106533
-0.4881988210885072,0.45827583962232193
-0.8537600358943717,0.7737869447935115
-0.8537596118187296,0.7470056294959214
-0.8537592938624338,0.7210319549210654
-0.8537589414716719,0.6958146121231454
-0.8537586209397405,0.6713063102461544
-0.8537582470333135,0.6474631063712866
-0.8537579309388286,0.6242443536410089
-0.8537576446904791,0.6016121464663893
-0.8537573264521896,0.5795311502344805
-0.8537570713025819,0.5579684969234507
-0.8537567092744368,0.5368932908700309
-0.8537564584713684,0.5162768482251117
-0.8537562134822704,0.4960920673450406
-0.853755918558225,0.47631352263449667
-0.8537556364871406,0.4569173569576143
-0.8537553970284355,0.4378810650937995
-0.8537551329592973,0.4191833523668955
-0.8537548734339081,0.40080413236312984
-0.8537546668503485,0.38272438743555587
-0.8537543821672597,0.3649259955639968
-0.8537541568872552,0.3473918521960093
-0.8537539134331832,0.33010558318547434
-0.8537536883415034,0.31305162072870263
-0.8537534630552547,0.29621507180117823
-0.8537532098210342,0.27958168195592414
-0.8537529920130589,0.2631378146241741
-0.8537527773448046,0.24687033969863703
-0.8537525866371884,0.23076663763551092
-0.8537523547765187,0.2148145172495673
-0.8537521330058365,0.19900223140810505
-0.8537518855884577,0.18331838559308763
-0.853751688196993,0.1677519501016741
-0.8537514587192813,0.15229216907528864
-0.8537512689100774,0.13692859370064
-0.853751069496712,0.1216509996680452
-0.8537508817939753,0.10644939375790582
-0.8537506346823724,0.09131396315629972
-0.8537504726686471,0.07623508523281693
-0.8537502328900652,0.06120324600852418
-0.8537500468005389,0.046209075517677875
-0.8537498127855488,0.03124327899979364
-0.8537496177933024,0.0162966422281999
-0.8537494436971215,0.0013599917363085112
