x,y
-0.8557750459387821,-0.0013628645767659112
-0.855775753775269,-0.016334963753072973
-0.8557763980054908,-0.031317088265336544
-0.8557770544834413,-0.046318432055786285
-0.8557776929333736,-0.061348233923747574
-0.8557783516707141,-0.07641580665840701
-0.8557790131434759,-0.09153055298362027
-0.8557797156769136,-0.10670199826696067
-0.8557803672513004,-0.12193979327219695
-0.85578103111339,-0.13725377341557052
-0.8557817357693591,-0.1526539647252199
-0.8557824031083732,-0.16815059365126236
-0.8557830677011206,-0.18375415268598477
-0.8557837992132549,-0.19947542211403332
-0.8557844506663734,-0.21532544111221083
-0.8557851591189843,-0.23131565585394834
-0.8557859142175573,-0.2474578561576926
-0.8557865918053856,-0.26376420913080706
-0.8557873242354483,-0.2802474090095164
-0.8557880668395018,-0.29692059375985697
-0.8557887914326852,-0.31379744424546785
-0.8557895584297964,-0.3308922624366649
-0.8557903059515917,-0.3482199470813888
-0.855791081832944,-0.365796137313433
-0.8557918804104101,-0.38363721228391245
-0.8557926972249406,-0.4017603781336725
-0.8557934687758812,-0.4201837111946997
-0.855794327569033,-0.4389263615338435
-0.8557951537585324,-0.4580084211227341
-0.8557959764765282,-0.47745121431978704
-0.8557968811608769,-0.497277364617783
-0.8557977595430464,-0.5175107643690366
-0.8557987212758414,-0.5381769363450648
-0.855799570426103,-0.5593028565822561
-0.8558005372222132,-0.5809175663885682
-0.8558015329913856,-0.6030518710601758
-0.8558025004546961,-0.6257387436545194
-0.8558035327012563,-0.6490136285793654
-0.49126704775416,-0.3862805955014451
-0.46877704507644474,-0.38205355929718393
-0.45532056492000167,-0.3845350838414099
-0.4449707306248585,-0.389331327910431
-0.43662380692913927,-0.3957242159636819
-0.42990985203378707,-0.40355921937968686
-0.4247947725729054,-0.4129713927217549
-0.42160289528606465,-0.42446344742181874
-0.42161018546275575,-0.4395895005965658
-0.7758635614994739,-0.8378057045446095
-0.7490715592493561,-0.8378070664572036
-0.7231046922951411,-0.8378083546583157
-0.6979103121553122,-0.8378096624582047
-0.6734396157918433,-0.8378108914896379
-0.649647510612836,-0.8378120431424041
-0.626492251243828,-0.8378132139388327
-0.6039349535207331,-0.8378143650948479
-0.5819394193804966,-0.8378154381908167
-0.560472028167186,-0.8378165552688659
-0.5395012311477628,-0.8378176100232795
-0.5189976025058589,-0.837818621716544
-0.4989335873523183,-0.8378196357105148
-0.4792832989200946,-0.8378206532847658
-0.4600223598294216,-0.8378215956903623
-0.44112792083964614,-0.8378225706987783
-0.4225783357695388,-0.8378235045779938
-0.40435319258966596,-0.837824387842079
-0.38643322379527584,-0.8378253090609131
-0.3688000983411638,-0.8378262089937025
-0.3514364287398398,-0.8378270553795546
-0.33432571945577527,-0.8378279088785706
-0.31745222781094246,-0.8378287625768278
-0.30080092607458386,-0.8378295936284105
-0.2843574612275954,-0.8378304122253396
-0.26810809435721894,-0.8378312510414793
-0.25203960960677974,-0.8378320358283712
-0.23613935245671164,-0.8378328496972401
-0.22039509069690255,-0.8378336256124255
-0.20479506574073106,-0.8378344635109194
-0.1893278415019022,-0.8378351972681503
-0.1739824188921226,-0.8378359986456826
-0.15874805508253517,-0.8378367628087191
-0.14361433042120336,-0.8378375355714849
-0.12857107201033854,-0.8378382990021706
-0.11360834116953959,-0.8378390462575769
-0.09871640704993419,-0.8378397965487876
-0.08388571367634196,-0.8378405490437429
-0.06910685266359896,-0.8378412344241655
-0.054370564876354874,-0.8378420213367276
-0.03966766820741551,-0.8378427302617846
-0.0249890848088442,-0.8378434934671525
-0.01032578465218694,-0.8378442244874428
0.004331219445469731,-0.8378449785227866
0.01899090092318199,-0.8378457159410359
0.033662237963742646,-0.8378464217804856
0.04835424103616496,-0.8378471641039927
0.0630759686953059,-0.8378479126158058
0.07783655207067205,-0.8378486537515901
0.09264521851959412,-0.8378493849953772
0.10751132257797871,-0.837850166760342
0.12244433965584557,-0.8378508769840078
0.13745395033294902,-0.8378516735782939
0.15254998141837,-0.8378523921128466
0.16774253048979534,-0.8378531797425514
0.18304190298013853,-0.8378539502842232
0.19845869940601235,-0.8378547187337574
0.2140038351954094,-0.8378555219412582
0.22968853767704672,-0.8378562812177226
0.2455244640698142,-0.8378571240677422
0.2615236057800365,-0.8378578971725761
0.2776984810600879,-0.8378587102604846
0.2940620700827136,-0.8378595592065018
0.3106278578334189,-0.8378603498293012
0.32740998983765934,-0.8378611954035996
0.3444232117902079,-0.8378620919522193
0.36168291973026157,-0.8378629307302263
0.3792053614297823,-0.8378638320448667
0.3970075180348442,-0.8378647044548825
0.4151073401242268,-0.837865620434719
0.43352372471675954,-0.8378665851760857
0.45227658544039084,-0.8378675201769626
0.4713870418102563,-0.8378684486735686
0.49087751157213544,-0.837869456742641
0.5107716799455082,-0.8378704435355013
0.5310948311609028,-0.8378714813902453
0.5518737966249212,-0.8378724950101993
0.5731373138398193,-0.8378735889815746
0.5949159428555267,-0.8378746586778927
0.6172425158474918,-0.8378757815050378
0.6401522008933,-0.8378769940601482
0.6636825891785757,-0.8378781132904963
0.6878744542133827,-0.837879380874306
0.712771352550112,-0.8378805769317365
0.7384206433492609,-0.8378818812609717
0.7648733234312635,-0.8378832199533622
0.7921847114965639,-0.8378845887857878
0.8204149312634413,-0.8378860524067575
0.8496292432657623,-0.8378875306517658
0.8798988929913096,-0.8378890491384758
0.9113016560559566,-0.8378905830401845
0.9439228386299096,-0.837892246261772
0.9778558729789363,-0.8378939942768742
1.0132034657876086,-0.8378957287017896
1.0500791650553205,-0.83789758619372
1.0886083357353453,-0.8378995624383092
1.1289298133278596,-0.8379015423838824
1.1711983872993437,-0.8379037221104432
1.2155862087216964,-0.8379059693798506
1.2622860879103894,-0.8379083044215612
1.311514515229754,-0.8379107908540964
1.3635151665382108,-0.8379133765059417
1.4185638292970875,-0.8379161732806231
1.4769732682828152,-0.8379191222639535
1.5391001854978479,-0.8379222554161389
1.6053530018089028,-0.8379255829594936
1.6762017372040567,-0.8379291536450879
1.752189950209078,-0.837932985880167
1.8339498653044624,-0.8379371220179732
1.9222209942311859,-0.8379415202679531
2.0178747456656527,-0.8379463747178648
2.1219438570325857,-0.8379516180643524
2.235662727651628,-0.8379572960625387
2.360519160192842,-0.8379635757937312
2.4983223444284905,-0.8379705734741311
2.651294421173374,-0.8379782724929943
2.8221967882995505,-0.8379868725004597
2.8441749103889507,-0.7906472798547324
2.8441775912009053,-0.737303879110062
2.84418037953617,-0.6844420755579852
2.844183148478894,-0.6320234079928947
2.844185837671175,-0.580010618235488
2.844188297817299,-0.5283675041093112
2.8441910644886796,-0.4770589513882771
2.8441937798986237,-0.4260505354594894
2.8441961810368834,-0.375308636373455
2.844198861361644,-0.3248004257425971
2.8442014236828506,-0.2744935248885104
2.844203933541499,-0.22435612269742056
2.8442064784224876,-0.1743568258969066
2.8442091932445916,-0.12446457871451065
2.844211803837107,-0.07464856900325023
2.844214356214857,-0.024878194048458206
2.8442167505965257,0.024877038797840364
2.8442194614728367,0.074647593068476
2.844221868814483,0.12446395504778533
2.844224398409287,0.1743567439089012
2.8442270813002053,0.22435676520933417
2.844229777785867,0.2744950742754805
2.8442321587308905,0.32480303677100236
2.8442348644734654,0.3753125442929569
2.8442373410369948,0.42605585826613956
2.8442401696165205,0.4770659786372553
2.8442426645708814,0.5283763871681615
2.844245414580672,0.5800215426398003
2.844248111948789,0.632036609730876
2.844250666511249,0.6844577456451256
2.8442533643973844,0.7373222668452387
2.844256094586605,0.7906685811019536
2.8442589597376693,0.8445364505563111
2.8442617238524703,0.8989669638682296
2.8442646241930643,0.9540029110563414
2.8442673478405553,1.0096886106140157
2.8442702658716947,1.0660704734062534
2.8442733911902853,1.1231968261568073
2.844276243882708,1.1811180004322817
2.8442792399871006,1.239887082275001
2.844282400364098,1.2995596262483138
2.8442853901367817,1.3601938632653523
2.8442886057953336,1.4218514556948514
2.844291860749834,1.4845971635724455
2.844295209953927,1.5484995279213145
2.8442984610444375,1.6136309470798647
2.844301916877536,1.680068445337016
2.8443054170974196,1.7478935365298562
2.8443090113859344,1.8171930339586155
2.8443125591685288,1.8880592899794157
1.1645613694535288,0.8027337367524476
1.122044845709075,0.8027373852736945
1.081557660522965,0.8027408242786573
1.0429350031799784,0.8027442070048937
1.0060287003293087,0.8027473858476017
0.9707057361319162,0.8027504176287834
0.9368460696879319,0.802753309660847
0.9043411717283285,0.8027561084869186
0.8730925224012999,0.8027587688875519
0.8430106924745887,0.8027613721272775
0.8140140217169304,0.802763840648028
0.786028118612765,0.8027662923892028
0.7668015702444864,0.8110364626522693
0.7668040909659976,0.8399975885808779
0.7668066700807551,0.8700906258221504
0.7668093532481302,0.9014028449409052
0.7668121919207231,0.934030300082232
0.7668151223966047,0.9680788265662754
0.766818182970413,1.0036656322052104
0.7668213605092163,1.0409206654612928
0.7668247183249,1.0799886001158652
0.7668282593829471,1.1210307899544125
0.7668319907599775,1.1642278704322078
0.766835920073155,1.2097827413910314
0.7668400646014167,1.2579241420100837
0.7668444640383233,1.3089109405012713
0.7668491131352325,1.3630371607203078
1.5449353968165336,2.8620758865143494
1.4808806447807494,2.862079007623166
1.4179749497122018,2.8620819512462274
1.356150234823788,2.8620848468604234
1.2953419670475952,2.86208767066244
1.2354890807127232,2.8620907131543154
1.1765332322377362,2.862093500957576
1.1184192242357265,2.8620963142259948
1.0610942864766233,2.862099067254725
1.0045080405666487,2.862101698802271
0.9486123585287077,2.8621043359113876
0.8933610719344209,2.8621069929732537
0.8387097890450872,2.862109475248161
0.7846159822785308,2.862112187299227
0.7310384078475006,2.862114643457103
0.6779374591044167,2.862117173883276
0.6252747349638469,2.86211987113408
0.5730128662362985,2.8621222015416303
0.5211157720695412,2.8621247125587503
0.46954816205466904,2.862127237200729
0.4182756115688027,2.86212965152182
0.3672644999770571,2.8621321665387973
0.31648179061225173,2.862134432124234
0.2658951286736807,2.862136997436633
0.21547253745397846,2.8621394524757107
0.16518249106551303,2.862141641037056
0.11499383257194801,2.862144164170433
0.06487558699538015,2.862146495205718
0.014796993373167602,2.8621488979861627
-0.035272625603396,2.8621512452553426
-0.08536392602208978,2.8621537374893897
-0.13550761263749275,2.8621561866966845
-0.18573451078745207,2.862158487507254
-0.23607566833747515,2.8621608437547796
-0.28656241067449,2.862163275699831
-0.33722642868002006,2.8621658365683587
-0.3880997944350138,2.8621681129410668
-0.38221278327433306,2.4907110629237734
-0.4218683165933608,2.4611609955660185
-0.46492124000707075,2.4537559664124804
-0.5126290969634186,2.468640258410426
-0.6467732866289978,2.862180554807851
-0.699613058865945,2.862183132056157
-0.7529067599628612,2.862185626159799
-0.8066933376288673,2.8621881157906275
-0.8556495909514134,2.844361306799356
-0.8556571077099528,2.673911386266325
-0.8556637969364431,2.52112999839593
-0.8556699376035708,2.383325535558876
-0.855675424761669,2.2583252351239307
-0.8556804158981434,2.1443572929113666
-0.855685088560145,2.0399619690550144
-0.8556892652846013,1.943924907818294
-0.8556932419481244,1.8552292872942604
