x,y
-2.854037241905161,-0.004545197100829548
-2.854036914958434,-0.054477577040609904
-2.854036608651664,-0.10444330621171498
-2.8540363385953493,-0.15447304591938157
-2.854035964750291,-0.20459760453924455
-2.8540356544283894,-0.25484804136400707
-2.8540353878517974,-0.3052557182085269
-2.8540351727910256,-0.3558523887424832
-2.8540350156324186,-0.4066702779308235
-2.440166336750016,-0.39136417530176904
-2.419274187999832,-0.4315490517258413
-2.854034180140286,-0.560782203453194
-2.8540336842739644,-0.6128194880039165
-2.854033499588548,-0.6652492575594432
-2.8540331673128434,-0.7181083393394094
-2.8540330204784494,-0.7714348781655013
-2.854032711219426,-0.8252681008053412
-2.7183755307760356,-0.8378375857502732
-2.5584924849332875,-0.8378377075325849
-2.414826193319481,-0.8378378420199997
-2.2849528396862353,-0.837837990510026
-2.1669078128988706,-0.8378380194511474
-2.0590828670648316,-0.8378381035857028
-1.9601477691517326,-0.837838226805935
-1.8689928267474236,-0.8378382808307946
-1.7846855543870412,-0.8378383520977589
-1.7064361552218419,-0.837838453760978
-1.6335710731091162,-0.8378384669403902
-1.5655131023707523,-0.8378385658235361
-1.5017636585917074,-0.8378385761616189
-1.441890924595302,-0.8378386680685523
-1.3855179803294106,-0.8378386844926663
-1.332315248066269,-0.837838758839427
-1.2819925257827687,-0.837838796098482
-1.234293758916597,-0.8378388367992443
-1.188991856245348,-0.8378388398975749
-1.1458849357923067,-0.8378388702000235
-1.1047926827388532,-0.8378389203291288
-1.065553590462521,-0.837838966289756
-1.0280225706111694,-0.8378389818037901
-0.9920690109504229,-0.8378390296720096
-0.9575748078046729,-0.8378390888152085
-0.9244329235677663,-0.8378390918780994
-0.892546257038514,-0.8378390703230871
-0.8618264623764986,-0.8378391106284219
-0.8321928170194666,-0.8378391988795082
-0.8035713925490042,-0.8378392157594314
-0.775894583869501,-0.8378392036285555
-0.749100322325935,-0.8378392368266608
-0.7231313304551379,-0.8378392183399317
-0.6979349566892746,-0.8378392471029948
-0.6734624694108579,-0.837839323156667
-0.6496686215827074,-0.8378392687139822
-0.6265118119107046,-0.8378393725787044
-0.6039529382896535,-0.8378393146323214
-0.5819560128902463,-0.8378393277885636
-0.5604872732936499,-0.8378393443086336
-0.5395152685644922,-0.8378394094080744
-0.5190105031354701,-0.8378394472226116
-0.49894538979120767,-0.8378394546108683
-0.4792940425551893,-0.8378394339086558
-0.46003217087477105,-0.8378394641819572
-0.441136834677428,-0.8378395005146715
-0.42258641526142643,-0.8378395233551897
-0.4043604984067456,-0.8378395255776889
-0.38643978938309487,-0.8378395439022904
-0.36880598168117623,-0.8378395745445281
-0.3514416854405872,-0.837839587393165
-0.3343303805981911,-0.8378395898082028
-0.31745634601203065,-0.8378396314478562
-0.3008045312733363,-0.8378396352936577
-0.2843605837219886,-0.8378396123383007
-0.268110782951512,-0.8378396528330232
-0.2520419104389282,-0.8378396842725425
-0.23614127660895304,-0.8378396766743573
-0.22039668284930036,-0.8378396781919624
-0.20479633948605386,-0.8378396745140523
-0.18932886624755155,-0.8378397320896876
-0.17398319449426825,-0.8378397336632917
-0.15874862098332848,-0.8378397495066567
-0.1436147130815476,-0.8378397679893699
-0.12857129803140663,-0.8378397718770892
-0.11360843727645845,-0.8378397550270951
-0.09871640704993419,-0.8378397965487876
-0.0838856364822296,-0.8378397780381135
-0.06910673507142552,-0.8378398087540916
-0.05437042206228041,-0.8378398205938606
-0.039667530085005086,-0.8378398129020634
-0.024988976415077288,-0.8378398591999099
-0.010325731031821675,-0.8378398736787764
0.0043311929470930405,-0.8378398525918269
0.01899076855726861,-0.837839876185781
0.03366197475450977,-0.8378398705549199
0.04835382206161363,-0.8378399044173107
0.06307536910249785,-0.8378399481311846
